"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"moral",-0.0749290094430117,-0.134912785836483,-0.0119741145633605,-0.0106561085800801,0.0943579268165617,-0.0792403406239963,-0.010837208825956,-0.0212563307328004,-0.07740171659085,0.103228434272627
"morality",-0.0738948811149503,-0.178092991083776,-0.000297646478696569,0.030240651336685,0.0664708848372051,-0.0767869340602685,-0.028146898819233,0.0728184100763829,-0.109751975056266,-0.0538112114258309
"moult",-0.0728315187724027,-0.0239312555969283,-0.00715766935030324,0.00369176825869673,-0.0485745730516767,0.0672433430534512,0.033223339692621,0.00653625164004057,-0.0018133321369547,-0.0358160994735615
"mountains",-0.0627030602977569,0.17833251851839,0.0161621345775467,-0.0176724934360039,-0.123169284850102,0.121758751848877,-0.152708653738733,0.110583555572777,-0.0853105843366216,0.0225018473212666
"muse",-0.0727263885789009,0.151303971562015,-0.0358964987461316,0.0810003321293235,0.149660415654518,-0.13061950765347,0.0532103444245731,-0.0563161736487755,-0.0870718923024179,-0.0141205490558755
"mysteries",-0.0717787791274823,-0.0884785261885557,0.0880827255523467,0.109992815330834,-0.0154803731264663,0.0251994502621469,-0.0447895328811232,-0.0160263512132788,-0.196055144754585,-0.0216616860794437
"natural",-0.072311591620528,-0.0912183831803062,-0.0158512116068422,-0.0409596517036495,-0.00455423330267655,-0.0223729609625845,-0.113971075394547,0.0276492482692978,0.0122652975310583,-0.00866301904990382
"nature",-0.0732004600727676,-0.0427154543566797,0.00537171538803851,-0.0605860523864157,0.0513256413989306,0.00306356409117133,-0.0392653037766407,-0.0301070264287319,-0.027888696197933,0.0833912453936475
"noble",-0.0720706534050603,0.0131946740687257,-0.0529544687836618,-0.0549691480462913,0.00790023259257681,0.0253427812666024,0.142364621315845,0.0200708788683283,-0.0205623928049628,-0.0175275779092813
"nothing",-0.0681340650408548,-0.0318614827281673,0.0164532441996195,-0.00133526222610583,-0.0130689501126503,0.0414623198522463,-0.0552411512579698,0.000998517523210773,0.0807720951014204,0.0402324884292569
"notions",-0.0730836573090564,-0.139659708619053,0.00579423588647392,-0.0873617928445814,-0.00852590052415863,0.0423385049300856,-0.0299354706401758,-0.00785699065269947,-0.0870630798497987,0.00967781548658113
"objects",-0.0720496944302037,-0.0336956711124888,-0.00638495873677039,-0.150796076132542,-0.126970723130522,-0.0827220494028242,-0.10526210626256,-0.102682101302714,-0.0171587996684162,0.0640384019132721
"often",-0.0681067587158422,-0.0132398551998588,-0.0196753170337448,0.00132161540117775,-0.0111585713649398,0.0315155116572817,-0.0904229725788053,0.0238030954259523,0.0974058124326219,-0.0243175169572125
"passage",-0.0645626053511043,0.0260788296449049,-0.0685350443224623,0.0786924539130414,-0.0103399349672988,0.156897849933315,-0.0731272883983702,-0.0140799316380407,0.0134774667698879,0.101741666770928
"passages",-0.0682535042190844,-0.0497431965924288,-0.0958013351621706,0.129890901499045,-0.0493053643496064,0.114763439569316,-0.0636724464981663,-0.0357897548439427,-0.00575869276052862,0.0610540771829588
"passion",-0.0687266978471933,-0.00213643307531448,-0.0254214245745057,-0.0933324547623199,0.0917622632002324,-0.00390170291533379,0.0354913775336107,-0.0419434073112791,0.163160615957986,-0.0371542644651261
"passions",-0.0721226505830457,-0.0266157810508746,-0.017799834407528,-0.149285066260562,0.0849135841942346,-0.0460902759879893,-0.0134088296947289,-0.0736363991407602,0.0802247509580483,-0.0620470607895757
"pathetic",-0.0746749879445146,-0.0209627306634802,-0.146779309533772,0.061640045548429,-0.0387198136428661,0.00123259983184796,0.0938625476536022,-0.0874079689626658,0.0933065034206677,-0.229768777342278
"philosophy",-0.0733379369892456,-0.111401608043942,-0.0281659097217014,-0.00822870511655469,0.0755050156648711,-0.0844436116345242,-0.084817791519728,0.0768487693900187,-0.162416383552487,0.0264019626452037
"piety",-0.0728191076893705,-0.0988089547118958,0.0642568538325864,0.010731537410742,0.0120386876430039,-0.0238764939130254,0.128514309419807,0.0452740408675798,0.0199470951710242,-0.063553742428912
"plain",-0.0694861523540335,0.00266020777498848,-0.0217728495698714,0.0441240583189916,0.0366713481389996,0.133931695155311,-0.109174698989322,-0.0326297692412623,-0.0833084620524463,-0.0870432596197315
"pleasure",-0.0696217017337439,0.0119115384832232,0.0150984830719019,-0.0570367229721357,-0.0101929932187714,-0.0830192306862495,-0.0315080959606762,-0.0121619772542395,0.118696525858441,0.059421337389363
"pleasures",-0.0719919248532656,0.0136102160029275,0.052919817255659,-0.121754127773513,0.0160957583856452,-0.14918705851951,-0.0578180132687248,-0.0379994072902382,0.0744777832637946,0.02016960438421
"plus",-0.0306957769327362,-0.00748698909359314,-0.212496031463135,-0.240974798718727,0.36734478369981,0.296095905154912,0.150310629865735,-0.164388339906613,-0.106996326036625,0.160682025704673
"poem",-0.0710702869468525,0.00139538617388842,-0.164122926190743,0.157885914490634,-0.0297284428791499,-0.0696258157909021,0.050564180828022,-0.011001591037434,0.0131223582165978,0.115367465917742
"poet",-0.0723013738054975,0.0250680901561812,-0.141886235156944,0.101992353532319,0.0305875429482009,-0.0454185051571993,0.043695680112687,-0.00747566411843638,0.0272986084476117,0.106987137446424
"poetical",-0.0749771824626371,-0.023618652832037,-0.182342328546457,0.127964839788202,-0.0541918813735637,-0.0872401964083798,0.015941204380285,-0.0292751404183157,0.0294546449093316,0.0477326501341356
"poetry",-0.0753270294131826,-0.0141956362433253,-0.170634259484485,0.0969822263829903,0.025729943804007,-0.151846666019634,0.0155515324748416,0.0621503696520555,0.0183669372459216,0.00849044934846975
"poets",-0.0737795987667312,0.0438800243739697,-0.126485841679062,0.11994465207633,0.0551702802038858,-0.0849705612837587,-0.00902770995107206,-0.00631527094827614,-0.00142091378690257,0.0756781103227798
"port",-0.055902815426289,0.0769308876606237,-0.0579308449924846,-0.0657760886733637,0.0824492552498763,0.245461224405112,0.00284803619853431,0.0495995233839337,-0.0643056825857781,0.0756196554309999
"powers",-0.0715607143644209,0.00284323982834197,0.0526523776951781,-0.0377818291132589,-0.0093993215945458,-0.0485475911784832,-0.0328993199187055,0.0220011027892709,0.0173400527581911,0.00511710553489996
"praise",-0.0728600721977263,0.0798773787180731,0.0746361903716883,0.11633924544502,0.0167092931820058,-0.0706362110018589,0.149935353343187,0.0321818338337115,0.0556243245227913,0.0726874813258732
"precepts",-0.0725867403198699,-0.130998079050781,0.0584734112829485,0.117639035178473,0.111672421553672,-0.0599365781183414,0.00968941360989933,0.0140606489741579,-0.102588733627841,-0.078554922796375
"principles",-0.0688691162615429,-0.158712477077288,0.038455094409621,-0.04397417362395,0.0485193313349208,0.0105469671143701,-0.0798336391484502,0.0784297119147951,-0.0501713411281624,-0.0423092504338022
"pure",-0.0732168016307646,-0.0283701695762637,0.0564781224753543,-0.0397157408954859,0.0973727891961516,0.00960166750986069,0.0110178984313191,-0.104227204733135,-0.0452757625388405,-0.119547693658021
"purity",-0.0740296477315808,-0.1073440376511,0.0600638363427094,0.0112757450595879,0.00616844143741303,-0.0324988588832925,0.107665565142221,0.0298028974551417,0.0102692351321615,-0.116128726557189
"raise",-0.0716582777680382,0.0685969058707636,0.0444678578448845,-0.0378734087395342,-0.0114215553428016,-0.00363969771832852,0.0563904066615221,0.0329676794388201,0.0362387507175617,-0.00140917323235221
"raised",-0.0687168335602901,0.0501422748488896,0.0297859631207408,-0.0476176030321304,-0.0923871392622761,0.0515622812718861,0.0488127895147297,0.100738459395359,0.0251556686220183,-0.0274497676776503
"rational",-0.0734738362502283,-0.145812272737816,0.0546410694909935,-0.0832337757057251,-0.031487683481864,-0.0654487985325935,-0.0212873756611291,-0.0374785409186579,0.0265886121241349,0.0172838412220615
"reach",-0.0705228625822364,0.0602898026818877,0.0421444865555989,-0.0429617794176973,0.00818488793109595,0.0171017980666651,-0.107097302301027,0.107582374931872,-0.0446678157392398,0.00566600908943638
"refined",-0.077844625174017,-0.0476591786195643,-0.0183206784330062,-0.0824740368242086,0.0499953085124474,-0.166400221452173,0.00686971132887664,0.0336920382858482,-0.00287252003342819,-0.13578100319279
"religion",-0.0696431523127458,-0.145858626073906,0.0652814076953024,-0.0174199667462763,0.0910931192693019,0.0859305828117279,-0.000144263424462892,-0.00718150573780829,-0.0964832095852037,-0.0074571912575702
"rhyme",-0.0679201608761704,0.0778366080294404,-0.103524515063545,0.128604522222266,0.1516300567171,0.0293600865180245,-0.0360934571347673,0.011551508572855,0.0440709348648308,0.018883268174722
"rise",-0.0708248537284946,0.0972334098461717,0.03006719983259,-0.0322513195060472,0.00255338517413619,-0.00780827056160506,-0.0397550255996208,0.0312365058094309,-0.0261054453590962,-0.0362725859009852
"sacred",-0.0742436981387105,0.0101395970863232,0.0542350604237204,0.133393387139495,0.0233483083193587,-0.00494276362893902,0.0508272713511331,-0.0419720218595031,-0.0893925260467229,-0.0613277976407454
"scene",-0.0673069664675559,0.101362946139953,-0.0431981534802749,-0.0503688855296084,-0.0190445154579405,0.00082599291904717,0.0100738812647559,-0.120407895634096,-0.0319757838865044,0.0572469014532675
"scenes",-0.072774203248333,0.0884574169927149,-0.0589922542884164,-0.0687006640785651,-0.0171663354122116,-0.108952936227992,-0.0346217031004846,-0.138873574369643,-0.0490926655082972,-0.00508637685223416
"science",-0.0729041608254524,-0.0344387062887436,-0.0204530883972043,-0.0712905074473241,0.138370091334401,-0.0778276141785834,-0.0653759331719502,0.0768298486401552,-0.197384566575724,0.0392490736678049
"sense",-0.0732166546259603,-0.0651690620608808,0.00602253526393955,0.0113736094566159,0.0303940516575775,0.00010520946679575,-0.0457930316479711,-0.0200888243030379,0.084121668077046,-0.00163378888445827
"sentiment",-0.0707075234506258,-0.0717278361959586,-0.126554691034028,-0.0931570965469265,0.0922968108088941,0.00378746497660976,0.120647413556763,-0.0466945671657846,0.0724799479145114,-0.0353718264009232
"sentiments",-0.0728692718901278,-0.102976819636561,-0.0710529705288635,-0.057011019932004,-0.00913649781788942,-0.00185772229315673,0.102635063562465,-0.0214109244271394,0.0582856645112965,-0.0982036121246433
"simple",-0.0699411637323378,-0.0410264242388882,-0.074729574851462,-0.0666087540046649,0.0513421054279431,0.0580525652905255,-0.0862868650406873,-0.075635050429603,-0.0683546074426007,-0.111964729563779
"simplicity",-0.07506304604785,-0.080459646439125,-0.0700346925780316,0.034115105794375,-0.0520226673238955,-0.037380136046008,0.0718797268995252,0.019920913955369,-0.0365576815444349,-0.156492936777673
"solemn",-0.0686280088638785,0.0418832105114186,0.0261487053394222,0.0612571467810229,-0.0389809949848279,0.112949498471626,0.0577469979705324,-0.11779986187388,-0.0825557150802344,-0.112757757841608
"something",-0.0676190113605712,-0.0188697732176142,-0.0318949150152959,0.00120665656710273,-0.0504966729803033,0.0261564851051445,-0.0410662120254754,-0.0264237579645793,0.0943590098312493,0.0139486719209541
"sometimes",-0.0679996303414559,0.00850115561024419,-0.0351283721635692,-0.00169347059362569,-0.0265599649047888,0.0533256346035579,-0.147727636664667,0.024798813106472,0.0926901434789002,-0.0663070433344627
"song",-0.0699636822455744,0.124391064687763,-0.00256650960212677,0.132948664014571,0.0880311655177622,-0.0561410987049467,0.0535892256871154,-0.0742142499801599,0.0114988078705031,-0.0437979682597717
"soul",-0.0722731855779837,0.0291401349290109,0.0835592084869053,-0.0587405619250803,0.0639817179404741,-0.0308000029325791,0.0452031950069634,-0.100582017533467,0.0770820136765474,0.00525126837008102
"souls",-0.0704960962545353,0.00480168326685724,0.139592503182551,-0.00832337683655383,0.0220407963792152,-0.0111858049216081,0.0140770195135494,-0.0756569117913923,0.0571941110445584,-0.0448103653618639
"source",-0.0715707878190504,0.00541574846505667,0.0226293649144486,-0.100462971826513,0.0959018199728188,-0.0273857119194953,0.0241720615710061,-0.0218547981747742,-0.076773199952934,0.0742090320473209
"spirit",-0.0700737811479666,-0.0350605496684298,0.084305400625919,0.0638179731891469,0.00275632932272772,0.0108857476958594,0.0329875206632953,-0.00891524653151456,0.0813020082797478,-0.0594375184085239
"spiritual",-0.0685947501631868,-0.102696443245501,0.158933047238678,-0.00917993181379887,-0.0607934296527721,0.027688401375044,-0.0377843658155811,-0.0654800132833213,0.0487955759350524,0.0240776210243717
"strong",-0.0678114614141469,0.035652148374726,-0.00391911359306852,-0.0183224531765498,-0.0117622019770787,0.0564604864480235,-0.0818002687322827,-0.000292351923939401,0.0979648238974372,-0.13307468297729
"style",-0.0726670538413606,-0.0192854498748314,-0.158271722069934,0.068507564335939,-0.0354940934154296,0.0613413178174522,0.0684718648846455,0.0678423756154734,-0.0314543050115359,-0.158374858401555
"subject",-0.064971622032439,-0.0500594938143917,-0.0538132709678452,0.0183599031941512,-0.0401725342892684,0.0284646965742298,-0.0312987285430143,0.023231551626926,0.0372790891129495,0.0433230331166925
"sublime",-0.084646127417847,0.0126787327843593,-0.0842812220133803,-0.0133023522918871,0.0251031137480097,0.00541879337377294,0.0792716646700976,-0.0232627925519171,-0.190648729370138,-0.0784606043998009
"superior",-0.0718769821688782,-0.00414960167965296,-0.00666380990160764,-0.0651182743061927,0.00541157559256555,-0.052227779485905,0.0200420400799405,0.165581735083915,0.0142314450717233,0.00842998557434429
"taste",-0.0724211389474704,-0.00407650290254072,-0.0555051751924947,-0.0212873899471866,0.0236966410381517,-0.160674745434738,-0.0644196326681615,0.0563264382864458,0.0512352383045286,-0.0394107680860948
"taught",-0.0714355880929653,-0.0437009706375184,0.0565783600894018,0.0965489613889173,0.104404407356422,-0.0346408585253438,-0.0574066289184413,0.0313315130522607,-0.105838533863104,-0.0760489379558472
"tender",-0.0689753422024166,0.0321097888254554,-0.0199946483204439,-0.0621954301051794,0.0982833906020443,0.0466237875042867,0.0372801834156543,-0.132377931350036,0.14956738938884,-0.117377102682478
"things",-0.0699221299932754,-0.0423370202165279,0.077483991749252,0.0194242729351285,-0.0383778151142501,0.038440163796919,-0.100800901145951,-0.0340424668337196,0.019384577272384,0.0953964483162575
"though",-0.0691040241155033,0.00321254118375937,0.00776477404415967,0.0279423726156664,0.00619031607089907,0.050028105622434,-0.0838089086905531,0.0557691353934976,0.0640198674381186,-0.00506021989682782
"thought",-0.0672463299458423,0.00222601407561632,-0.00258476920774643,0.00754234676618384,-0.00296001968494947,0.0301018462106319,-0.0271483368638986,0.023147399131801,0.0801393960643542,0.0108778202201361
"thoughts",-0.0725096878898787,0.0051680701637157,0.0158281600129189,-0.0191715286814256,-0.0577013521032555,-0.0257657853626694,-0.0233701970640682,-0.0807461174802399,0.0811196007449378,-0.0423150440421736
"throne",-0.0670202420280898,0.101185463760081,0.100624532695116,0.0126307615081751,-0.0391017267751099,0.061179802383586,0.146514981431688,0.0459174795013712,-0.0426037526878207,-0.0303861888914594
"thy",-0.0692495221753079,0.109997676028073,0.136697910291811,0.0763398191008676,0.0793010632101652,-0.0318215052973209,0.06406088825487,-0.0602333024396079,0.0590500210971864,-0.00833380050345626
"time",-0.062448136226669,0.0178796704622311,0.00706447501265185,0.0311460552524362,0.0100333552685441,0.0866457212846823,-0.0872612015903965,0.0642240009318978,0.0725776300884169,0.0275510335726086
"true",-0.070707092178208,-0.073692519211907,0.0357813717668293,0.0338694658156505,0.0504563572746456,0.0254574936007574,-0.0129956703120214,0.00941224843653514,0.046337645444927,0.0455131550126576
"truly",-0.0703202109969038,-0.0507296189880562,0.0196579414529802,0.0346780374109074,-0.0319707552175673,0.0278453723365719,0.0570824965834784,-0.0217576587756147,0.0688333648073961,0.0223475831951137
"truth",-0.0706347599701271,-0.0604241547775071,0.0656114796839632,0.0655533004147648,0.0646691133558574,0.00477491992914746,-0.0351877939143616,-0.0215970788295823,0.00377554382339513,-0.0250375097130313
"truths",-0.0748513580767211,-0.0935301446488325,0.0892854595999374,0.0768640977847703,0.0262429721373957,-0.0445459277564676,-0.0773885164601664,-0.0727830901799573,-0.170668382453944,-0.119462410279288
"variety",-0.0715882348184234,-0.00838085106013918,-0.0838129391595069,-0.0418265270094134,-0.121510881508517,-0.0538171647378256,-0.135813081029315,-0.029456422056121,-0.00344368482497562,0.0388709824460828
"various",-0.0707411458801775,0.00883497545967733,-0.0279749717775846,-0.00479166804112036,-0.0364273347535184,-0.0568489860727427,-0.152569210314581,-0.0221510943658502,-0.0685602526166666,-0.00356582000818051
"vast",-0.0694992006560649,0.0791950693757368,0.0119122844221437,-0.0581929941454693,-0.0963220995869462,0.0199759435825086,-0.0849818409207081,0.0419324401712975,-0.0876358939481263,0.0388524962437048
"verse",-0.0716049758405852,0.0446032470157717,-0.0680254677379517,0.20316903943032,0.0613969346125539,-0.0127728768610114,0.0147972121042554,-0.0591650773906492,0.00626405572953698,0.0156623533477128
"view",-0.0708441387468247,0.0366515482590152,0.0127212787054202,-0.0225801592450225,-0.0577897425564906,-0.00963290244246746,-0.0690415326053185,-0.0283622983918381,-0.0778206440979423,0.0728022414339054
"views",-0.0719717921882475,0.003224277007581,0.0335015738527568,-0.10059082118386,-0.0660377219819665,-0.0514358438542678,-0.0350520994748035,0.0087734120098802,-0.0753771612327959,-0.0102616451840715
"virtue",-0.0730722162125828,-0.0399180287403051,0.0404925291033872,-0.0800584572171733,0.142449386849871,-0.0149612453192343,0.0949808993705894,0.0539941175430804,0.0124875157282632,0.0293498605986774
"virtues",-0.0736362758195205,-0.00485801578329698,0.0566824270004763,-0.0273083224605196,0.0557218107540787,-0.0925091915447727,0.0770748265449022,0.0774834319624587,-0.0157936581714004,-0.0127553876703028
"wing",-0.0651420316248002,0.191255098241883,0.0316945188339638,0.00120406243039513,0.021701107097064,-0.0329421708473323,-0.0968367242289342,-0.0262010751586549,-0.0495210215918907,-0.0384614418681705
"wings",-0.0659234196148717,0.183452098232338,0.038187231223823,0.0238720428724189,-0.00359804505040706,-0.031049040051847,-0.0751192041275696,-0.0290410515726495,0.0101181736873894,-0.0380496230097983
"wisdom",-0.073340864682199,-0.0498830070607423,0.100701282300376,-0.00342801477464943,0.00768170502330074,-0.0415516928268835,0.0543533640516434,0.0590158803516211,-0.0479972519446981,0.08479485289734
"wit",-0.0692420479555918,0.00315537545024401,-0.0465842107977638,0.0393299938093837,0.0783116236620334,-0.0522482078594232,-0.0166171526394817,0.0685364834939809,0.0665430639408979,0.0102810611152541
"wonderful",-0.0732217268683925,-0.0100069817759074,0.0179685368503492,0.0385884593804212,-0.0922417809168043,0.00280346083962011,-0.00605556668011285,0.0441527694013867,0.0162974285746046,0.112139221239818
"words",-0.0675918031674375,-0.0345822183757863,-0.0169311125018154,0.0993171158508211,-0.00254673553018107,0.104641477464768,-0.0453970915560842,-0.0761939958591719,0.0978633455994374,-0.0344358688363248
"works",-0.0718729200006302,-0.018125646088882,-0.00165370587520756,0.124341781408081,-0.0442029244938562,-0.0468173979754035,0.021163990885477,0.00487854980123486,-0.0150449798961532,0.150758877782902
"world",-0.0697219999489951,-0.0133190252818767,0.0724237577573079,0.00981686100706804,-0.0129039380773431,-0.00153460876010973,-0.0354073811297751,0.00326373802573668,-0.00776557382668326,0.0834678734740231
"worthy",-0.0702735067303835,-0.0262417631252528,0.0326461126828472,0.0245448852690963,-0.020679078743225,0.00874721692274177,0.128396932268018,0.044952531601002,0.0506468900123242,0.0930554191569377
"writing",-0.0639628514645279,-0.0666512980060871,-0.098082299120195,0.147981751739419,0.0197180838349489,0.0423153043375522,-0.0835365911273891,0.0545499451633418,0.0590951397678104,0.00888296526548991
"writings",-0.0698008247098635,-0.118075855510402,-0.0664949876927031,0.17869575193879,-0.0264694684405742,0.0125581738539461,-0.0313827846396335,0.0497863163001517,-0.0310848121409302,0.0216511372364699
"yet",-0.0691520284002309,0.0020436163904918,0.0277505176873388,0.0225273046011394,0.0106626106305422,0.0371637758012598,-0.0710639080893521,0.0318346587589822,0.0694383506088716,-0.00617459871537653
